Gender,Age,Marital Status,Job Level,Years of Experience,Department,Employee Type,Work-Life Balance,Work Environment,Physical Activity Hours,Workload,Stress Level,Sleep Hours,Commute Mode,Commute Distance (km),Number of Companies Worked,Team Size,Direct Reports,Education Level,Overtime Status,Training Hours Per Year,Job Satisfaction,Low Sleep Flag,Long Commute Flag,Burnout Flag,Sleep Category,Burnout Score
Male,35,Single,Senior,4,Operations,Full-Time,2,5,1.4,5,1,6.6,Walk,2,4,15,4,Master,No,42.0,4,0,0,0,Moderate,0.9200000000000002
Male,57,Married,Lead,8,It,Full-Time,3,3,1.8,4,1,7.7,Car,12,11,21,4,Master,Yes,54.0,4,0,0,0,Healthy,0.47999999999999987
Male,57,Married,Lead,15,Marketing,Full-Time,2,1,1.9,2,1,8.0,Car,19,11,23,7,Master,No,57.5,4,0,0,0,Healthy,-0.03000000000000025
Male,40,Divorced,Senior,6,Marketing,Full-Time,1,5,0.4,4,1,7.1,Bike,4,6,19,2,Bachelor,Yes,43.0,4,0,0,0,Healthy,0.4800000000000001
Male,28,Married,Senior,6,Customer Service,Full-Time,1,5,2.5,2,1,7.3,Car,21,2,21,1,Bachelor,No,43.0,4,0,1,0,Healthy,0.31000000000000005
Female,39,Single,Senior,15,Marketing,Part-Time,1,5,2.5,3,4,7.5,Car,25,5,16,4,Bachelor,No,47.5,4,0,1,0,Healthy,0.6499999999999999
Male,32,Single,Senior,10,It,Part-Time,4,5,1.6,4,1,7.7,Car,18,3,15,8,Bachelor,Yes,45.0,4,0,0,0,Healthy,0.6599999999999999
Male,43,Married,Senior,21,Sales,Full-Time,3,2,1.1,3,1,6.2,Motorbike,17,7,17,4,Bachelor,No,50.5,4,0,0,0,Moderate,0.9299999999999998
Female,35,Married,Mid,13,Finance,Contract,5,3,1.2,1,5,7.2,Car,14,4,13,0,Bachelor,No,36.5,4,0,0,0,Healthy,-0.1600000000000001
Female,40,Married,Senior,18,Sales,Full-Time,2,1,2.2,2,1,8.2,Public Transport,18,6,17,3,Bachelor,No,49.0,4,0,0,0,Healthy,-0.1399999999999998
Female,34,Married,Senior,2,Finance,Full-Time,3,3,2.5,2,3,6.8,Car,27,4,21,7,Bachelor,No,41.0,4,0,1,0,Moderate,0.6900000000000001
Male,59,Married,Senior,10,Legal,Part-Time,5,3,1.3,4,3,8.6,Car,13,12,15,5,Bachelor,No,45.0,4,0,0,0,Healthy,0.15000000000000002
Other,34,Single,Senior,12,Finance,Full-Time,2,3,2.3,3,1,8.3,Car,12,4,18,1,Bachelor,No,46.0,4,0,0,0,Healthy,-0.060000000000000386
Female,37,Married,Mid,15,Finance,Contract,1,2,2.5,1,1,7.5,Car,7,5,11,0,Bachelor,No,37.5,4,0,0,0,Healthy,-0.49
Female,28,Single,Senior,6,Sales,Full-Time,4,2,2.6,2,1,6.6,Public Transport,20,2,21,9,Bachelor,No,43.0,4,0,1,0,Moderate,0.56
Male,37,Single,Senior,11,It,Part-Time,3,3,0.3,2,1,6.3,Motorbike,3,5,15,2,Bachelor,Yes,45.5,4,0,0,0,Moderate,0.17000000000000007
Male,43,Married,Senior,21,Operations,Part-Time,4,3,3.2,1,3,6.4,Public Transport,13,7,16,9,Bachelor,No,50.5,4,0,0,0,Moderate,0.12999999999999984
Female,31,Single,Senior,2,Sales,Full-Time,2,2,1.8,4,2,8.0,Car,8,3,19,6,Bachelor,No,41.0,4,0,0,0,Healthy,0.23999999999999977
Male,31,Divorced,Senior,7,Sales,Full-Time,5,2,2.2,1,1,6.5,Public Transport,17,3,23,2,Bachelor,Yes,43.5,4,0,0,0,Moderate,0.2099999999999999
Female,49,Married,Mid,26,Sales,Full-Time,4,4,0.3,4,3,5.7,Public Transport,14,9,10,0,Bachelor,Yes,43.0,4,0,0,0,Moderate,1.3399999999999999
Female,31,Married,Senior,4,Legal,Full-Time,2,2,1.3,4,1,6.7,Public Transport,23,3,19,4,Master,Yes,42.0,3,0,1,0,Moderate,1.2099999999999997
Male,54,Married,Lead,25,It,Full-Time,2,2,1.2,5,2,6.7,Car,6,10,29,5,Master,Yes,62.5,3,0,0,0,Moderate,0.9999999999999998
Male,36,Married,Senior,14,Finance,Full-Time,3,1,1.1,4,2,6.1,Public Transport,23,4,20,9,Master,No,47.0,3,0,1,0,Moderate,1.45
Female,43,Single,Senior,20,Finance,Full-Time,3,1,2.9,4,1,6.9,Car,22,7,15,2,Master,No,50.0,3,0,1,0,Moderate,1.0999999999999996
Female,36,Married,Senior,14,Marketing,Full-Time,5,3,0.6,5,3,6.1,Walk,2,4,22,6,Master,Yes,47.0,3,0,0,0,Moderate,1.12
Other,54,Single,Lead,9,It,Full-Time,2,2,1.2,4,1,6.8,Public Transport,18,10,30,2,Master,Yes,54.5,3,0,0,0,Moderate,1.02
Male,39,Married,Senior,7,Marketing,Full-Time,3,1,2.1,4,2,6.9,Bike,10,5,20,4,Master,No,43.5,3,0,0,0,Moderate,0.7399999999999998
Male,31,Single,Senior,9,It,Full-Time,2,5,3.7,2,4,5.9,Walk,1,3,22,8,Master,Yes,44.5,3,0,0,0,Moderate,0.2699999999999998
Female,48,Married,Senior,15,Marketing,Part-Time,2,3,2.8,5,1,6.3,Motorbike,10,8,23,8,Master,No,47.5,3,0,0,0,Moderate,1.28
Male,36,Single,Senior,14,Marketing,Full-Time,3,2,2.2,5,1,6.2,Walk,2,4,18,7,Master,Yes,47.0,3,0,0,0,Moderate,1.08
Male,51,Married,Senior,21,Operations,Full-Time,2,1,2.7,2,2,5.3,Public Transport,21,9,24,6,Master,No,50.5,3,0,1,0,Moderate,1.11
Male,52,Married,Senior,12,It,Part-Time,3,1,0.6,4,4,7.9,Walk,2,10,20,7,Master,Yes,46.0,3,0,0,0,Healthy,0.09999999999999981
Female,31,Single,Mid,9,Sales,Full-Time,3,4,1.5,4,3,5.9,Car,22,3,12,0,Master,No,34.5,3,0,1,0,Moderate,1.5
Male,32,Married,Senior,10,It,Full-Time,1,1,1.2,1,1,6.4,Public Transport,9,3,22,4,Master,Yes,45.0,3,0,0,0,Moderate,0.009999999999999842
Male,31,Divorced,Mid,4,Finance,Part-Time,3,1,2.1,5,4,6.0,Car,29,3,10,0,Master,Yes,32.0,3,0,1,0,Moderate,1.9700000000000002
Female,35,Married,Senior,1,Finance,Contract,2,1,1.9,5,3,5.5,Car,24,4,20,2,Master,Yes,40.5,3,0,1,0,Moderate,2.02
Male,45,Married,Senior,23,Legal,Full-Time,1,2,2.7,4,1,7.3,Car,18,7,20,4,Master,No,51.5,3,0,0,0,Healthy,0.8200000000000001
Female,48,Single,Lead,23,It,Full-Time,1,2,0.8,5,3,5.7,Bike,3,8,23,7,Master,Yes,61.5,3,0,0,0,Moderate,1.31
Female,34,Married,Senior,12,Hr,Full-Time,2,3,0.2,5,1,7.4,Car,8,4,16,4,Master,Yes,46.0,3,0,0,0,Healthy,0.7799999999999998
Male,38,Married,Mid,14,Legal,Full-Time,1,4,1.9,4,2,7.0,Bike,1,5,12,0,Master,Yes,37.0,3,0,0,0,Moderate,0.42999999999999994
Male,47,Married,Lead,24,Finance,Full-Time,2,1,3.0,2,2,5.9,Car,5,8,24,3,Master,Yes,62.0,3,0,0,0,Moderate,0.3899999999999998
Male,45,Married,Senior,23,It,Full-Time,4,2,2.8,5,1,7.0,Bike,6,7,16,5,Master,Yes,51.5,3,0,0,0,Moderate,0.8799999999999999
Female,26,Single,Senior,1,Sales,Full-Time,1,3,2.1,4,2,7.5,Car,13,1,22,6,Master,Yes,40.5,3,0,0,0,Healthy,0.59
Female,39,Married,Senior,2,It,Full-Time,1,3,3.1,5,1,7.7,Walk,2,5,25,3,Master,No,41.0,3,0,0,0,Healthy,0.4799999999999999
Female,55,Married,Lead,24,Marketing,Full-Time,4,1,1.0,4,5,7.0,Car,25,11,29,2,Master,No,62.0,3,0,1,0,Moderate,1.15
Female,37,Single,Senior,13,Marketing,Full-Time,5,1,0.1,5,2,6.9,Car,5,5,15,8,Master,No,46.5,3,0,0,0,Moderate,0.8899999999999998
Male,33,Single,Senior,7,Sales,Part-Time,3,2,1.0,3,4,7.4,Public Transport,24,3,23,9,Master,Yes,43.5,3,0,1,0,Healthy,0.6599999999999997
Male,52,Divorced,Lead,10,Operations,Full-Time,3,3,3.2,5,2,5.7,Car,10,10,21,4,Master,No,55.0,3,0,0,0,Moderate,1.52
Female,26,Single,Senior,4,Finance,Part-Time,2,1,0.6,4,4,6.7,Public Transport,11,1,23,3,Master,No,42.0,3,0,0,0,Moderate,0.8499999999999999
Female,44,Married,Senior,6,Finance,Full-Time,5,3,3.3,5,5,6.6,Walk,2,7,20,7,Master,No,43.0,3,0,0,0,Moderate,0.9200000000000002
Other,33,Single,Senior,11,Finance,Full-Time,3,2,2.1,3,2,7.2,Public Transport,20,3,23,6,Master,Yes,45.5,3,0,1,0,Healthy,0.6199999999999998
Male,41,Married,Senior,19,Customer Service,Contract,4,1,0.9,3,2,5.3,Public Transport,24,6,16,8,Master,No,49.5,3,0,1,0,Moderate,1.5
Male,31,Single,Senior,9,Hr,Full-Time,2,1,0.4,2,3,7.6,Motorbike,11,3,21,1,Master,No,44.5,3,0,0,0,Healthy,-0.10999999999999982
Female,53,Married,Lead,1,It,Part-Time,1,4,0.7,5,2,6.8,Car,19,10,28,4,Master,No,50.5,3,0,0,0,Moderate,1.35
Male,34,Married,Senior,12,Sales,Full-Time,3,5,0.9,1,1,7.1,Bike,7,4,18,1,Master,No,46.0,3,0,0,0,Healthy,-0.32999999999999985
Male,38,Married,Senior,16,Finance,Part-Time,5,5,1.0,3,1,7.2,Bike,9,5,15,3,Master,No,48.0,3,0,0,0,Healthy,0.2899999999999998
Female,43,Married,Senior,3,Marketing,Full-Time,4,5,0.4,3,1,5.3,Public Transport,28,7,22,7,Master,No,41.5,3,0,1,0,Moderate,1.62
Male,33,Married,Mid,11,Sales,Full-Time,3,1,3.6,2,2,6.1,Motorbike,23,3,12,0,Master,No,35.5,3,0,1,0,Moderate,0.8500000000000001
Male,56,Married,Lead,12,Legal,Full-Time,2,3,1.4,4,1,8.5,Public Transport,6,11,26,8,Master,No,56.0,3,0,0,0,Healthy,-0.020000000000000184
Other,41,Single,Senior,19,Finance,Full-Time,5,2,3.2,5,1,6.7,Car,9,6,19,4,Master,No,49.5,3,0,0,0,Moderate,1.0899999999999999
Female,38,Married,Senior,9,Finance,Full-Time,4,1,2.8,1,2,7.1,Public Transport,11,5,24,8,Master,No,44.5,3,0,0,0,Healthy,-0.2099999999999998
Male,53,Married,Senior,20,It,Full-Time,4,1,2.5,3,1,8.0,Public Transport,8,10,24,7,Master,No,50.0,3,0,0,0,Healthy,-0.060000000000000275
Female,36,Married,Senior,14,Marketing,Part-Time,4,2,1.0,3,1,5.6,Bike,2,4,15,3,Master,No,47.0,3,0,0,0,Moderate,0.72
Male,48,Married,Mid,2,It,Contract,5,1,2.1,2,2,6.3,Car,24,8,13,0,Master,Yes,31.0,3,0,1,0,Moderate,0.8
Female,54,Married,Senior,16,Marketing,Full-Time,5,3,1.2,4,1,5.9,Car,19,10,21,7,Master,No,48.0,3,0,0,0,Moderate,1.4099999999999997
Female,45,Married,Senior,10,Operations,Part-Time,4,5,2.3,4,4,7.3,Motorbike,15,7,16,1,Master,Yes,45.0,3,0,0,0,Healthy,0.73
Other,33,Single,Mid,11,Legal,Full-Time,3,3,2.1,1,2,6.2,Car,19,3,10,0,Master,No,35.5,3,0,0,0,Moderate,0.38999999999999985
Male,50,Divorced,Lead,6,Finance,Full-Time,5,2,2.5,4,2,5.2,Bike,3,9,29,3,Master,No,53.0,3,0,0,0,Moderate,1.21
Other,40,Single,Mid,6,Operations,Full-Time,5,2,1.0,1,3,7.4,Car,18,6,15,0,Master,No,33.0,3,0,0,0,Healthy,-0.1200000000000001
Male,43,Married,Mid,21,Finance,Full-Time,2,2,3.5,3,1,7.7,Car,24,7,11,0,Master,No,40.5,3,0,1,0,Healthy,0.5399999999999998
Male,50,Married,Lead,15,Finance,Full-Time,3,4,2.6,5,1,5.7,Car,15,9,29,7,Master,No,57.5,3,0,0,0,Moderate,1.67
Female,54,Married,Senior,22,Finance,Part-Time,2,4,2.9,4,1,6.7,Walk,1,10,17,7,Master,No,51.0,3,0,0,0,Moderate,0.5499999999999998
Male,41,Married,Senior,18,Finance,Contract,1,3,1.2,3,1,7.8,Public Transport,15,6,17,6,Master,No,49.0,3,0,0,0,Healthy,0.22999999999999998
Female,52,Married,Lead,28,Finance,Full-Time,2,5,3.4,5,1,8.2,Motorbike,5,10,23,3,Master,No,64.0,3,0,0,0,Healthy,0.3700000000000002
Other,51,Single,Lead,25,Finance,Full-Time,5,1,2.5,2,3,7.4,Public Transport,27,9,20,7,Master,No,62.5,3,0,1,0,Healthy,0.44999999999999984
Female,30,Married,Mid,2,Sales,Part-Time,2,1,1.7,1,1,6.7,Car,23,2,14,0,Master,No,31.0,3,0,1,0,Moderate,0.3099999999999998
Male,45,Married,Lead,12,It,Full-Time,4,1,3.0,1,1,6.2,Car,20,7,22,4,Master,Yes,56.0,3,0,1,0,Moderate,0.4199999999999999
Male,54,Married,Senior,12,Legal,Part-Time,5,1,1.4,2,1,7.0,Car,13,10,18,4,Master,No,46.0,3,0,0,0,Moderate,0.18999999999999995
Other,32,Single,Senior,2,Operations,Full-Time,4,4,1.5,1,3,6.7,Public Transport,11,3,16,7,Master,No,41.0,3,0,0,0,Moderate,-0.050000000000000155
Male,46,Married,Mid,24,It,Full-Time,4,3,2.4,1,1,7.4,Public Transport,22,8,15,0,Master,Yes,42.0,3,0,1,0,Healthy,-1.1102230246251565e-16
Female,31,Married,Senior,9,Customer Service,Full-Time,2,3,1.3,4,1,8.2,Public Transport,13,3,22,6,Master,No,44.5,3,0,0,0,Healthy,0.31000000000000016
Other,38,Single,Mid,16,Finance,Part-Time,4,4,0.0,3,1,5.6,Car,5,5,15,0,Master,No,38.0,3,0,0,0,Moderate,0.81
Female,46,Married,Senior,24,Sales,Full-Time,4,2,3.3,3,1,7.7,Public Transport,25,8,20,6,Master,No,52.0,3,0,1,0,Healthy,0.5699999999999998
Female,36,Married,Senior,13,Hr,Part-Time,2,4,1.9,2,3,7.8,Public Transport,11,4,23,2,Master,No,46.5,3,0,0,0,Healthy,-0.1899999999999999
Male,30,Married,Senior,8,It,Full-Time,5,4,0.4,4,2,5.4,Walk,2,2,15,2,Master,No,44.0,3,0,0,0,Moderate,1.0999999999999999
Male,35,Married,Senior,10,Finance,Part-Time,5,4,1.1,5,3,6.1,Car,18,4,19,9,Master,No,45.0,3,0,0,0,Moderate,1.6
Male,59,Divorced,Lead,8,It,Full-Time,3,3,3.1,3,2,7.4,Public Transport,16,12,29,6,Master,Yes,54.0,3,0,0,0,Healthy,0.4199999999999997
Female,37,Married,Senior,15,Customer Service,Part-Time,1,5,1.3,1,1,7.8,Motorbike,20,5,16,8,Master,No,47.5,3,0,1,0,Healthy,-0.21999999999999986
Female,40,Married,Senior,6,Operations,Full-Time,4,5,2.0,5,1,6.2,Public Transport,23,6,23,8,Master,No,43.0,3,0,1,0,Moderate,1.71
Male,37,Married,Senior,15,Legal,Part-Time,3,2,1.0,2,1,5.4,Public Transport,24,5,20,1,Master,No,47.5,3,0,1,0,Moderate,1.1599999999999997
Male,35,Married,Senior,13,Finance,Contract,4,3,1.0,3,2,5.9,Public Transport,14,4,19,8,Master,No,46.5,3,0,0,0,Moderate,0.9599999999999997
Female,30,Divorced,Senior,6,Finance,Full-Time,4,1,4.0,1,1,6.7,Public Transport,26,2,19,1,Master,No,43.0,3,0,1,0,Moderate,0.39999999999999986
Female,36,Single,Senior,14,Finance,Part-Time,4,4,2.8,4,4,8.3,Car,28,4,16,3,Master,No,47.0,3,0,1,0,Healthy,0.7199999999999996
Male,32,Married,Senior,9,Hr,Full-Time,3,2,3.2,1,4,6.3,Bike,1,3,15,5,Master,No,44.5,3,0,0,0,Moderate,-0.18999999999999992
Male,33,Married,Senior,11,Finance,Full-Time,4,3,1.7,4,2,6.5,Motorbike,6,3,25,1,Master,No,45.5,3,0,0,0,Moderate,0.7799999999999998
Female,50,Married,Senior,23,Sales,Full-Time,4,4,1.6,4,1,7.7,Public Transport,22,9,15,9,Master,No,51.5,3,0,1,0,Healthy,0.7799999999999999
Female,30,Single,Senior,5,Hr,Full-Time,5,2,2.2,5,1,6.6,Car,18,2,18,3,Master,No,42.5,3,0,0,0,Moderate,1.4000000000000001
Male,55,Married,Senior,3,Marketing,Full-Time,4,4,2.4,4,1,8.1,Car,28,11,16,5,Master,No,41.5,3,0,1,0,Healthy,0.7999999999999999
Male,51,Married,Lead,14,It,Full-Time,3,1,3.7,1,1,6.3,Public Transport,15,9,20,1,Master,No,57.0,3,0,0,0,Moderate,0.23000000000000004
Female,39,Single,Mid,17,Hr,Part-Time,1,4,0.3,1,1,6.9,Bike,9,5,12,0,Master,No,38.5,3,0,0,0,Moderate,-0.19000000000000022
Female,56,Married,Lead,29,Legal,Full-Time,4,1,2.3,1,4,8.2,Public Transport,8,11,20,6,Master,No,64.5,3,0,0,0,Healthy,-0.7399999999999998
Female,50,Married,Senior,14,Sales,Full-Time,4,3,1.7,2,1,6.3,Public Transport,14,9,18,6,Master,Yes,47.0,3,0,0,0,Moderate,0.5
Male,59,Married,Lead,25,Marketing,Full-Time,4,4,1.3,3,2,7.5,Car,17,12,22,1,Master,No,62.5,3,0,0,0,Healthy,0.4099999999999999
Female,33,Single,Senior,9,Finance,Part-Time,4,2,2.8,3,5,8.5,Public Transport,15,3,20,4,Master,No,44.5,3,0,0,0,Healthy,-0.050000000000000266
Female,52,Divorced,Lead,13,Sales,Full-Time,5,3,3.1,2,3,7.9,Car,29,10,30,6,Master,No,56.5,3,0,1,0,Healthy,0.30999999999999983
Male,54,Married,Senior,13,It,Part-Time,2,2,2.3,1,1,7.6,Public Transport,9,10,22,5,Master,Yes,46.5,3,0,0,0,Healthy,-0.46999999999999975
Male,39,Married,Senior,17,It,Contract,3,4,0.9,3,2,8.6,Car,11,5,17,2,Master,Yes,48.5,3,0,0,0,Healthy,-0.21000000000000002
Other,33,Single,Senior,11,It,Part-Time,5,2,2.9,3,1,7.6,Public Transport,7,3,22,7,Master,Yes,45.5,3,0,0,0,Healthy,0.07000000000000009
Male,50,Married,Senior,3,It,Full-Time,3,3,2.7,1,1,7.3,Car,22,9,19,6,Master,Yes,41.5,3,0,1,0,Healthy,0.04000000000000015
Female,38,Single,Mid,16,Operations,Part-Time,5,4,2.4,4,1,5.2,Public Transport,13,5,14,0,Master,Yes,38.0,3,0,0,0,Moderate,1.5099999999999998
Female,32,Married,Senior,3,Operations,Full-Time,1,3,0.1,5,1,8.2,Car,24,3,23,7,Master,No,41.5,3,0,1,0,Healthy,0.9400000000000002
Female,36,Married,Senior,2,Hr,Full-Time,4,3,1.5,3,1,8.7,Public Transport,18,4,21,1,Master,No,41.0,3,0,0,0,Healthy,-0.039999999999999813
Female,52,Married,Lead,24,Sales,Full-Time,2,4,1.0,1,1,6.7,Bike,9,10,21,4,Master,Yes,62.0,3,0,0,0,Moderate,-0.11000000000000015
Female,47,Married,Mid,16,Sales,Contract,5,4,0.4,4,1,7.6,Car,22,8,14,0,Master,Yes,38.0,3,0,1,0,Healthy,0.8200000000000002
Male,43,Divorced,Lead,18,Operations,Full-Time,4,3,2.4,5,1,6.7,Car,29,7,22,4,Master,No,59.0,3,0,1,0,Moderate,1.69
Male,44,Married,Lead,22,It,Full-Time,4,4,3.0,5,1,6.6,Walk,1,7,20,7,Master,Yes,61.0,3,0,0,0,Moderate,0.8900000000000001
Male,38,Married,Senior,2,Legal,Full-Time,1,4,2.5,5,1,8.6,Car,24,5,24,9,Master,No,41.0,3,0,1,0,Healthy,0.78
Male,54,Married,Lead,4,It,Full-Time,3,2,2.3,2,1,7.9,Car,22,10,23,9,Master,Yes,52.0,3,0,1,0,Healthy,0.09999999999999987
Male,35,Married,Senior,13,Sales,Full-Time,4,5,3.5,5,1,7.1,Public Transport,21,4,17,6,Master,No,46.5,3,0,1,0,Healthy,1.29
Female,46,Married,Senior,11,Finance,Part-Time,2,5,4.2,2,2,6.8,Car,20,8,21,2,Master,No,45.5,3,0,1,0,Moderate,0.48
Male,33,Married,Senior,6,Operations,Full-Time,1,4,1.8,1,2,6.8,Public Transport,5,3,25,9,Master,No,43.0,3,0,0,0,Moderate,-0.27
Female,46,Married,Senior,8,Customer Service,Full-Time,5,1,2.8,1,3,8.4,Bike,5,8,15,5,Master,No,44.0,3,0,0,0,Healthy,-0.9100000000000003
Female,34,Married,Senior,12,Sales,Part-Time,1,5,0.7,3,1,5.1,Public Transport,11,4,15,4,Master,No,46.0,3,0,0,0,Moderate,1.1900000000000002
Female,29,Single,Mid,7,Legal,Part-Time,4,2,3.5,5,1,6.9,Car,10,2,15,0,Master,No,33.5,3,0,0,0,Moderate,1.0399999999999998
Male,52,Married,Lead,18,Operations,Part-Time,2,3,2.3,1,4,7.7,Walk,2,10,26,1,Master,No,59.0,3,0,0,0,Healthy,-0.72
Male,31,Single,Senior,9,Finance,Full-Time,5,1,0.0,5,1,6.4,Public Transport,29,3,15,1,Master,No,44.5,3,0,1,0,Moderate,1.8099999999999998
Female,39,Single,Senior,2,Operations,Full-Time,3,4,3.2,2,1,6.7,Bike,9,5,20,1,Master,No,41.0,3,0,0,0,Moderate,0.18999999999999984
Female,33,Married,Senior,11,Finance,Full-Time,4,3,1.1,5,1,6.1,Car,28,3,19,6,Master,No,45.5,3,0,1,0,Moderate,1.9
Other,33,Single,Senior,5,It,Contract,5,1,2.4,1,1,6.5,Bike,5,3,20,2,Master,Yes,42.5,3,0,0,0,Moderate,-0.1500000000000001
Female,43,Single,Senior,21,Marketing,Part-Time,5,2,0.9,4,3,6.7,Public Transport,19,7,19,7,Master,No,50.5,3,0,0,0,Moderate,1.0899999999999999
Female,42,Married,Lead,6,Operations,Contract,3,3,2.6,1,1,7.9,Car,19,6,25,4,Master,No,53.0,3,0,0,0,Healthy,-0.29000000000000015
Male,35,Married,Mid,11,It,Full-Time,1,3,0.4,1,1,8.2,Car,22,4,13,0,Master,Yes,35.5,3,0,1,0,Healthy,-0.31999999999999973
Other,38,Single,Senior,16,Marketing,Full-Time,5,3,1.8,1,4,7.5,Public Transport,15,5,18,9,Master,No,48.0,3,0,0,0,Healthy,-0.25
Other,33,Single,Senior,10,Operations,Full-Time,3,4,2.6,5,1,5.7,Bike,1,3,21,7,Master,No,45.0,3,0,0,0,Moderate,1.25
Male,53,Married,Lead,29,It,Full-Time,2,3,2.7,1,2,7.5,Car,23,10,28,4,Master,Yes,64.5,3,0,1,0,Healthy,-0.010000000000000009
Male,31,Married,Senior,9,Operations,Part-Time,3,3,1.7,3,2,7.2,Public Transport,12,3,19,1,Master,No,44.5,3,0,0,0,Healthy,0.3799999999999998
Female,45,Married,Senior,23,Marketing,Full-Time,4,3,1.6,3,3,7.9,Public Transport,27,7,18,7,Master,No,51.5,3,0,1,0,Healthy,0.5499999999999998
Male,49,Divorced,Lead,22,Sales,Contract,2,5,1.7,1,2,7.1,Car,12,9,30,7,Master,Yes,61.0,3,0,0,0,Healthy,-0.17999999999999983
Female,52,Married,Lead,13,Hr,Part-Time,4,5,2.0,3,1,6.1,Car,29,10,30,8,Master,No,56.5,3,0,1,0,Moderate,1.33
Female,56,Married,Lead,3,It,Full-Time,3,4,2.5,3,1,6.5,Public Transport,27,11,29,6,Master,Yes,51.5,3,0,1,0,Moderate,1.1099999999999999
Other,47,Single,Senior,12,Legal,Full-Time,2,4,2.6,3,2,8.4,Car,15,8,17,4,Master,No,46.0,3,0,0,0,Healthy,-0.010000000000000453
Male,44,Married,Senior,8,Finance,Part-Time,4,3,1.0,4,1,5.9,Car,13,7,18,3,Master,No,44.0,3,0,0,0,Moderate,1.23
Female,36,Married,Senior,8,Operations,Full-Time,5,2,3.5,5,1,7.9,Public Transport,6,4,16,8,Master,No,44.0,3,0,0,0,Healthy,0.5199999999999998
Male,50,Married,Senior,3,Finance,Part-Time,5,2,2.5,2,1,6.4,Walk,2,9,25,9,Master,No,41.5,3,0,0,0,Moderate,0.09999999999999981
Male,25,Single,Mid,3,Hr,Full-Time,5,4,2.4,5,1,6.1,Car,9,1,10,0,Master,No,31.5,3,0,0,0,Moderate,1.33
Male,36,Married,Mid,14,Hr,Full-Time,1,3,1.7,4,1,8.7,Car,25,4,15,0,Master,No,37.0,3,0,1,0,Healthy,0.4700000000000002
Male,35,Married,Senior,13,Operations,Full-Time,3,1,1.3,5,1,8.8,Public Transport,15,4,16,7,Master,No,46.5,3,0,0,0,Healthy,0.4299999999999995
Female,33,Single,Senior,11,Operations,Full-Time,5,2,2.1,2,1,7.4,Car,27,3,23,8,Master,Yes,45.5,3,0,1,0,Healthy,0.44999999999999984
Other,41,Single,Senior,16,Customer Service,Full-Time,3,3,2.3,1,1,7.8,Car,14,6,16,4,Master,No,48.0,3,0,0,0,Healthy,-0.39999999999999986
Female,40,Married,Senior,17,Sales,Full-Time,1,3,2.4,3,1,8.6,Car,8,6,24,9,Master,No,48.5,3,0,0,0,Healthy,-0.30000000000000004
Male,38,Single,Senior,6,Finance,Full-Time,4,4,3.8,2,1,6.2,Public Transport,5,5,19,2,Master,No,43.0,3,0,0,0,Moderate,0.2699999999999999
Male,43,Married,Mid,20,Finance,Full-Time,5,1,0.0,1,1,6.4,Car,28,7,14,0,Master,No,40.0,3,0,1,0,Moderate,0.5799999999999998
Female,36,Single,Senior,9,Legal,Full-Time,4,2,0.5,1,2,8.3,Public Transport,14,4,16,8,Master,Yes,44.5,3,0,0,0,Healthy,-0.6000000000000003
Male,30,Married,Senior,8,Sales,Contract,1,1,1.3,1,2,7.7,Car,15,2,21,3,Master,No,44.0,3,0,0,0,Healthy,-0.33000000000000007
Male,34,Married,Senior,12,It,Full-Time,3,3,1.5,1,1,7.9,Public Transport,10,4,19,5,Master,Yes,46.0,3,0,0,0,Healthy,-0.56
Other,52,Single,Senior,14,Hr,Full-Time,2,3,0.0,1,1,8.2,Walk,1,10,24,3,Master,No,47.0,3,0,0,0,Healthy,-0.9499999999999997
Male,36,Married,Senior,14,It,Full-Time,3,4,0.6,1,3,8.8,Public Transport,10,4,19,6,Master,Yes,47.0,3,0,0,0,Healthy,-0.9200000000000004
Female,57,Married,Lead,11,Finance,Full-Time,2,2,1.5,4,1,7.9,Public Transport,11,11,26,9,Master,No,55.5,3,0,0,0,Healthy,0.36999999999999983
Female,53,Married,Lead,10,Operations,Full-Time,4,1,0.9,2,1,6.9,Car,15,10,29,7,Master,No,55.0,3,0,0,0,Moderate,0.2899999999999997
Male,48,Divorced,Senior,24,Customer Service,Full-Time,3,2,1.7,4,1,6.2,Public Transport,21,8,23,4,Master,No,52.0,3,0,1,0,Moderate,1.3499999999999999
Male,26,Single,Senior,3,Sales,Part-Time,1,4,3.4,1,1,6.7,Car,16,1,16,4,Master,No,41.5,3,0,0,0,Moderate,0.09999999999999981
Male,38,Single,Senior,10,Finance,Full-Time,2,1,1.6,4,3,6.3,Public Transport,21,5,19,7,Master,No,45.0,3,0,1,0,Moderate,1.31
Male,53,Married,Lead,25,It,Full-Time,2,5,2.4,5,2,6.2,Car,26,10,21,4,Master,Yes,62.5,3,0,1,0,Moderate,1.8
Other,31,Single,Senior,9,Hr,Full-Time,2,1,0.6,5,1,6.3,Car,16,3,24,6,Master,Yes,44.5,3,0,0,0,Moderate,1.46
Male,60,Married,Lead,26,Finance,Full-Time,1,3,2.4,3,4,5.9,Bike,10,12,26,3,Master,No,63.0,3,0,0,0,Moderate,0.8399999999999999
Female,47,Married,Lead,18,It,Full-Time,3,1,2.9,5,1,7.9,Bike,8,8,29,5,Master,Yes,59.0,3,0,0,0,Healthy,0.5799999999999998
